size,type,condition,board_x,heuristic_name,moves,board_size,board_type,actionsSolution,solutionCorrect,solutionAndValidationCorrect,timeMinutes,PercentCorrect,solutionAndValidationCorrectPercent,board_y,timePerMoveMinutes,timePerMove,moves_type
10,DC,full,10 DC full,interaction,97098,10,CV,30,0,0,3.449233333,0,0,10 DC,0.114974444,6.89846664,participant
10,DC,full,10 DC full,interaction,97098,10,CV,11,0,0,2.184816667,0,0,10 DC,0.198619697,11.91718182,participant
10,DC,full,10 DC full,interaction,97098,10,CV,18,0,0,2.555566667,0,0,10 DC,0.141975926,8.51855556,participant
10,DC,full,10 DC full,interaction,97098,10,CV,13,0,0,1.6769,0,0,10 DC,0.128992308,7.73953848,participant
10,DC,full,10 DC full,interaction,97098,10,CV,8,1,1,4.9828,100,100,10 DC,0.62285,37.371,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,21,1,1,2.438883333,100,100,10 DC,0.116137302,6.96823812,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,22,1,1,2.755583333,100,100,10 DC,0.125253788,7.51522728,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,17,1,1,2.0063,100,100,10 DC,0.118017647,7.08105882,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,41,1,1,6.385066667,100,100,10 DC,0.155733333,9.34399998,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,12,1,1,0.851266667,100,100,10 DC,0.070938889,4.25633334,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,14,1,1,1.2724,100,100,10 DC,0.090885714,5.45314284,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,16,0,0,1.203266667,0,0,10 DC,0.075204167,4.51225002,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,9,0,0,0.62685,0,0,10 DC,0.06965,4.179,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,6,1,1,1.219966667,100,100,10 DC,0.203327778,12.19966668,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,2,1,0,2.71255,100,0,10 DC,1.356275,81.3765,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,25,0,0,2.2183,0,0,10 DC,0.088732,5.32392,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,17,1,1,2.41105,100,100,10 DC,0.141826471,8.50958826,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,16,1,1,1.773233333,100,100,10 DC,0.110827083,6.64962498,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,95,0,0,9.372333333,0,0,10 DC,0.09865614,5.9193684,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,6,1,1,0.952433333,100,100,10 DC,0.158738889,9.52433334,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,50,0,0,10.14926667,0,0,10 DC,0.202985333,12.17911998,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,41,0,0,10.06283333,0,0,10 DC,0.245434959,14.72609754,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,10,1,1,1.5461,100,100,10 DC,0.15461,9.2766,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,13,1,0,3.033633333,100,0,10 DC,0.23335641,14.0013846,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,19,0,0,4.987433333,0,0,10 DC,0.262496491,15.74978946,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,23,0,0,1.0024,0,0,10 DC,0.043582609,2.61495654,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,11,1,1,1.296566667,100,100,10 DC,0.117869697,7.07218182,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,4,0,0,1.329083333,0,0,10 DC,0.332270833,19.93624998,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,34,1,1,2.81165,100,100,10 DC,0.082695588,4.96173528,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,55,1,1,4.610616667,100,100,10 DC,0.083829394,5.02976364,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,51,1,0,6.379566667,100,0,10 DC,0.125089542,7.50537252,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,3,1,1,1.177733333,100,100,10 DC,0.392577778,23.55466668,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,118,0,0,9.778133333,0,0,10 DC,0.082865537,4.97193222,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,7,1,1,1.550783333,100,100,10 DC,0.221540476,13.29242856,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,18,1,1,2.969383333,100,100,10 DC,0.164965741,9.89794446,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,65,1,1,6.22185,100,100,10 DC,0.095720769,5.74324614,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,53,1,1,4.576366667,100,100,10 DC,0.086346541,5.18079246,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,17,1,1,2.52595,100,100,10 DC,0.148585294,8.91511764,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,16,1,1,1.53875,100,100,10 DC,0.096171875,5.7703125,participant
10,DC,truncated,10 DC truncated,interaction,255,10,CV,16,1,1,1.916966667,100,100,10 DC,0.119810417,7.18862502,participant
6,MC,full,6 MC full,interaction,112,6,medium,19,1,1,1.7695,100,100,6 MC,0.093131579,5.58789474,participant
6,MC,full,6 MC full,interaction,112,6,medium,21,1,1,2.879216667,100,100,6 MC,0.137105556,8.22633336,participant
6,MC,full,6 MC full,interaction,112,6,medium,28,1,0,3.027166667,100,0,6 MC,0.108113095,6.4867857,participant
6,MC,full,6 MC full,interaction,112,6,medium,11,1,1,1.814866667,100,100,6 MC,0.164987879,9.89927274,participant
6,MC,full,6 MC full,interaction,112,6,medium,11,1,1,2.275333333,100,100,6 MC,0.206848485,12.4109091,participant
6,MC,full,6 MC full,interaction,112,6,medium,44,1,1,3.957583333,100,100,6 MC,0.089945076,5.39670456,participant
6,MC,full,6 MC full,interaction,112,6,medium,53,1,1,5.135333333,100,100,6 MC,0.096893082,5.81358492,participant
6,MC,full,6 MC full,interaction,112,6,medium,39,0,0,8.000333333,0,0,6 MC,0.205136752,12.30820512,participant
6,MC,full,6 MC full,interaction,112,6,medium,22,0,0,10.06768333,0,0,6 MC,0.45762197,27.4573182,participant
6,MC,full,6 MC full,interaction,112,6,medium,32,0,0,5.757433333,0,0,6 MC,0.179919792,10.79518752,participant
6,MC,full,6 MC full,interaction,112,6,medium,35,1,0,6.163783333,100,0,6 MC,0.176108095,10.5664857,participant
6,MC,full,6 MC full,interaction,112,6,medium,33,1,1,9.076633333,100,100,6 MC,0.275049495,16.5029697,participant
6,MC,full,6 MC full,interaction,112,6,medium,32,1,1,2.371166667,100,100,6 MC,0.074098958,4.44593748,participant
6,MC,full,6 MC full,interaction,112,6,medium,7,0,0,2.535933333,0,0,6 MC,0.36227619,21.7365714,participant
6,MC,full,6 MC full,interaction,112,6,medium,106,0,0,8.58575,0,0,6 MC,0.080997642,4.85985852,participant
6,MC,full,6 MC full,interaction,112,6,medium,22,1,1,6.4552,100,100,6 MC,0.293418182,17.60509092,participant
6,MC,full,6 MC full,interaction,112,6,medium,18,1,1,4.079466667,100,100,6 MC,0.226637037,13.59822222,participant
6,MC,full,6 MC full,interaction,112,6,medium,66,0,0,9.55955,0,0,6 MC,0.144841667,8.69050002,participant
6,MC,full,6 MC full,interaction,112,6,medium,58,0,0,9.727933333,0,0,6 MC,0.167722989,10.06337934,participant
6,MC,full,6 MC full,interaction,112,6,medium,150,0,0,8.668266667,0,0,6 MC,0.057788444,3.46730664,participant
6,MC,full,6 MC full,interaction,112,6,medium,49,0,0,3.387516667,0,0,6 MC,0.069132993,4.14797958,participant
6,MC,full,6 MC full,interaction,112,6,medium,24,0,0,2.243916667,0,0,6 MC,0.093496528,5.60979168,participant
6,MC,full,6 MC full,interaction,112,6,medium,61,0,0,8.569966667,0,0,6 MC,0.140491257,8.42947542,participant
6,MC,full,6 MC full,interaction,112,6,medium,13,1,1,1.083433333,100,100,6 MC,0.083341026,5.00046156,participant
6,MC,full,6 MC full,interaction,112,6,medium,35,0,0,3.089416667,0,0,6 MC,0.088269048,5.29614288,participant
6,MC,full,6 MC full,interaction,112,6,medium,80,0,0,9.7855,0,0,6 MC,0.12231875,7.339125,participant
6,MC,full,6 MC full,interaction,112,6,medium,9,1,0,1.777333333,100,0,6 MC,0.197481481,11.84888886,participant
6,MC,full,6 MC full,interaction,112,6,medium,50,1,1,7.066733333,100,100,6 MC,0.141334667,8.48008002,participant
6,MC,full,6 MC full,interaction,112,6,medium,4,0,0,1.490216667,0,0,6 MC,0.372554167,22.35325002,participant
6,MC,full,6 MC full,interaction,112,6,medium,29,1,1,5.46165,100,100,6 MC,0.188332759,11.29996554,participant
6,MC,full,6 MC full,interaction,112,6,medium,39,1,1,4.58995,100,100,6 MC,0.117691026,7.06146156,participant
6,MC,full,6 MC full,interaction,112,6,medium,5,0,0,2.199416667,0,0,6 MC,0.439883333,26.39299998,participant
6,MC,full,6 MC full,interaction,112,6,medium,22,0,0,7.111383333,0,0,6 MC,0.323244697,19.39468182,participant
6,MC,full,6 MC full,interaction,112,6,medium,31,0,0,10.13365,0,0,6 MC,0.326891935,19.6135161,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,15,1,1,3.692116667,100,100,6 MC,0.246141111,14.76846666,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,5,1,1,1.957916667,100,100,6 MC,0.391583333,23.49499998,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,8,1,1,2.745316667,100,100,6 MC,0.343164583,20.58987498,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,40,0,0,6.207866667,0,0,6 MC,0.155196667,9.31180002,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,24,1,1,3.563733333,100,100,6 MC,0.148488889,8.90933334,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,2,1,1,1.405633333,100,100,6 MC,0.702816667,42.16900002,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,6,1,0,0.880466667,100,0,6 MC,0.146744445,8.8046667,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,36,1,0,2.797833333,100,0,6 MC,0.077717593,4.66305558,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,102,1,1,9.91375,100,100,6 MC,0.097193627,5.83161762,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,42,0,0,5.837416667,0,0,6 MC,0.138986111,8.33916666,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,21,1,1,2.670933333,100,100,6 MC,0.127187302,7.63123812,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,8,1,0,2.554766667,100,0,6 MC,0.319345833,19.16074998,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,8,1,1,2.378966667,100,100,6 MC,0.297370833,17.84224998,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,15,1,1,2.30055,100,100,6 MC,0.15337,9.2022,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,6,0,0,3.663833333,0,0,6 MC,0.610638889,36.63833334,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,5,1,0,1.420966667,100,0,6 MC,0.284193333,17.05159998,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,43,0,0,2.803233333,0,0,6 MC,0.065191473,3.91148838,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,19,1,1,2.0489,100,100,6 MC,0.107836842,6.47021052,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,2,1,1,1.887133333,100,100,6 MC,0.943566667,56.61400002,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,31,0,0,2.227983333,0,0,6 MC,0.07187043,4.3122258,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,8,1,1,1.49095,100,100,6 MC,0.18636875,11.182125,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,35,0,0,9.854816667,0,0,6 MC,0.28156619,16.8939714,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,0,1,0,0.305816667,100,0,6 MC,0,0,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,13,1,1,1.993116667,100,100,6 MC,0.153316667,9.19900002,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,30,0,0,8.496833333,0,0,6 MC,0.283227778,16.99366668,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,33,1,1,5.429116667,100,100,6 MC,0.164518687,9.87112122,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,13,1,1,2.942316667,100,100,6 MC,0.226332051,13.57992306,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,3,1,0,1.640566667,100,0,6 MC,0.546855556,32.81133336,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,15,1,1,1.243633333,100,100,6 MC,0.082908889,4.97453334,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,2,0,0,1.346483333,0,0,6 MC,0.673241667,40.39450002,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,22,0,0,4.075383333,0,0,6 MC,0.185244697,11.11468182,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,6,0,0,1.344433333,0,0,6 MC,0.224072222,13.44433332,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,19,1,1,3.564466667,100,100,6 MC,0.187603509,11.25621054,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,44,1,0,7.623416667,100,0,6 MC,0.17325947,10.3955682,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,30,1,1,3.342483333,100,100,6 MC,0.111416111,6.68496666,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,21,1,1,3.698333333,100,100,6 MC,0.176111111,10.56666666,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,35,1,1,2.533916667,100,100,6 MC,0.072397619,4.34385714,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,65,1,1,7.906366667,100,100,6 MC,0.12163641,7.2981846,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,32,1,1,1.7495,100,100,6 MC,0.054671875,3.2803125,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,9,1,1,3.978333333,100,100,6 MC,0.442037037,26.52222222,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,59,1,1,8.25385,100,100,6 MC,0.139895763,8.39374578,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,47,1,1,5.026916667,100,100,6 MC,0.106955674,6.41734044,participant
6,MC,truncated,6 MC truncated,interaction,49,6,medium,52,0,0,9.7203,0,0,6 MC,0.186928846,11.21573076,participant
6,HC,full,6 HC full,interaction,830,6,hard,96,0,0,10.01368333,0,0,6 HC,0.104309201,6.25855206,participant
6,HC,full,6 HC full,interaction,830,6,hard,17,1,1,1.7741,100,100,6 HC,0.104358824,6.26152944,participant
6,HC,full,6 HC full,interaction,830,6,hard,57,0,0,9.61445,0,0,6 HC,0.168674561,10.12047366,participant
6,HC,full,6 HC full,interaction,830,6,hard,49,1,1,3.18755,100,100,6 HC,0.065052041,3.90312246,participant
6,HC,full,6 HC full,interaction,830,6,hard,26,0,0,5.161133333,0,0,6 HC,0.198505128,11.91030768,participant
6,HC,full,6 HC full,interaction,830,6,hard,16,0,0,2.681383333,0,0,6 HC,0.167586458,10.05518748,participant
6,HC,full,6 HC full,interaction,830,6,hard,16,1,0,3.31055,100,0,6 HC,0.206909375,12.4145625,participant
6,HC,full,6 HC full,interaction,830,6,hard,13,1,0,4.455216667,100,0,6 HC,0.342708974,20.56253844,participant
6,HC,full,6 HC full,interaction,830,6,hard,34,0,0,3.618333333,0,0,6 HC,0.106421569,6.38529414,participant
6,HC,full,6 HC full,interaction,830,6,hard,5,0,0,0.890016667,0,0,6 HC,0.178003333,10.68019998,participant
6,HC,full,6 HC full,interaction,830,6,hard,23,0,0,3.665016667,0,0,6 HC,0.159348551,9.56091306,participant
6,HC,full,6 HC full,interaction,830,6,hard,74,0,0,10.03331667,0,0,6 HC,0.13558536,8.1351216,participant
6,HC,full,6 HC full,interaction,830,6,hard,94,0,0,9.95205,0,0,6 HC,0.105872872,6.35237232,participant
6,HC,full,6 HC full,interaction,830,6,hard,55,0,0,4.228633333,0,0,6 HC,0.076884242,4.61305452,participant
6,HC,full,6 HC full,interaction,830,6,hard,9,0,0,2.942733333,0,0,6 HC,0.32697037,19.6182222,participant
6,HC,full,6 HC full,interaction,830,6,hard,30,0,0,2.046833333,0,0,6 HC,0.068227778,4.09366668,participant
6,HC,full,6 HC full,interaction,830,6,hard,41,1,1,3.66615,100,100,6 HC,0.089418293,5.36509758,participant
6,HC,full,6 HC full,interaction,830,6,hard,75,0,0,8.212433333,0,0,6 HC,0.109499111,6.56994666,participant
6,HC,full,6 HC full,interaction,830,6,hard,38,0,0,5.902316667,0,0,6 HC,0.155324123,9.31944738,participant
6,HC,full,6 HC full,interaction,830,6,hard,9,1,0,2.078683333,100,0,6 HC,0.230964815,13.8578889,participant
6,HC,full,6 HC full,interaction,830,6,hard,12,0,0,1.39695,0,0,6 HC,0.1164125,6.98475,participant
6,HC,full,6 HC full,interaction,830,6,hard,29,0,0,4.7544,0,0,6 HC,0.163944828,9.83668968,participant
6,HC,full,6 HC full,interaction,830,6,hard,56,0,0,4.019233333,0,0,6 HC,0.071772024,4.30632144,participant
6,HC,full,6 HC full,interaction,830,6,hard,25,0,0,1.834583333,0,0,6 HC,0.073383333,4.40299998,participant
6,HC,full,6 HC full,interaction,830,6,hard,27,1,0,6.905616667,100,0,6 HC,0.25576358,15.3458148,participant
6,HC,full,6 HC full,interaction,830,6,hard,16,0,0,3.377516667,0,0,6 HC,0.211094792,12.66568752,participant
6,HC,full,6 HC full,interaction,830,6,hard,40,1,0,3.37335,100,0,6 HC,0.08433375,5.060025,participant
6,HC,full,6 HC full,interaction,830,6,hard,12,0,0,1.751633333,0,0,6 HC,0.145969444,8.75816664,participant
6,HC,full,6 HC full,interaction,830,6,hard,55,0,0,9.737716667,0,0,6 HC,0.177049394,10.62296364,participant
6,HC,full,6 HC full,interaction,830,6,hard,15,0,0,1.823266667,0,0,6 HC,0.121551111,7.29306666,participant
6,HC,full,6 HC full,interaction,830,6,hard,54,0,0,9.58165,0,0,6 HC,0.177437963,10.64627778,participant
6,HC,full,6 HC full,interaction,830,6,hard,22,0,0,1.92585,0,0,6 HC,0.087538636,5.25231816,participant
6,HC,full,6 HC full,interaction,830,6,hard,61,0,0,8.797733333,0,0,6 HC,0.144225137,8.65350822,participant
6,HC,full,6 HC full,interaction,830,6,hard,14,0,0,1.512833333,0,0,6 HC,0.108059524,6.48357144,participant
6,HC,full,6 HC full,interaction,830,6,hard,43,1,0,6.97065,100,0,6 HC,0.16210814,9.7264884,participant
6,HC,full,6 HC full,interaction,830,6,hard,48,1,1,6.152116667,100,100,6 HC,0.128169097,7.69014582,participant
6,HC,full,6 HC full,interaction,830,6,hard,68,0,0,9.257933333,0,0,6 HC,0.136146078,8.16876468,participant
6,HC,full,6 HC full,interaction,830,6,hard,14,0,0,1.042783333,0,0,6 HC,0.074484524,4.46907144,participant
6,HC,full,6 HC full,interaction,830,6,hard,28,1,1,3.16295,100,100,6 HC,0.1129625,6.77775,participant
6,HC,full,6 HC full,interaction,830,6,hard,69,1,1,6.135516667,100,100,6 HC,0.088920531,5.33523186,participant
6,HC,full,6 HC full,interaction,830,6,hard,35,1,0,2.516566667,100,0,6 HC,0.071901905,4.3141143,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,17,0,0,0.82055,0,0,6 HC,0.048267647,2.89605882,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,9,0,0,2.528833333,0,0,6 HC,0.280981481,16.85888886,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,33,0,0,9.1994,0,0,6 HC,0.278769697,16.72618182,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,2,0,0,1.037733333,0,0,6 HC,0.518866667,31.13200002,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,19,1,0,2.642933333,100,0,6 HC,0.139101754,8.34610524,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,41,0,0,4.274383333,0,0,6 HC,0.104253252,6.25519512,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,41,0,0,3.336416667,0,0,6 HC,0.081376016,4.88256096,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,13,0,0,2.963433333,0,0,6 HC,0.22795641,13.6773846,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,8,0,0,1.7887,0,0,6 HC,0.2235875,13.41525,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,63,0,0,6.090766667,0,0,6 HC,0.096678836,5.80073016,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,34,0,0,3.475816667,0,0,6 HC,0.102229902,6.13379412,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,11,1,1,1.346566667,100,100,6 HC,0.122415152,7.34490912,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,0,0,0,0.4724,0,0,6 HC,0,0,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,8,0,0,1.6189,0,0,6 HC,0.2023625,12.14175,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,31,0,0,7.1495,0,0,6 HC,0.230629032,13.83774192,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,18,0,0,4.812,0,0,6 HC,0.267333333,16.03999998,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,18,1,1,3.126616667,100,100,6 HC,0.173700926,10.42205556,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,26,0,0,2.569866667,0,0,6 HC,0.098841026,5.93046156,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,19,0,0,1.212966667,0,0,6 HC,0.063840351,3.83042106,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,71,0,0,6.18235,0,0,6 HC,0.087075352,5.22452112,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,43,0,0,3.772816667,0,0,6 HC,0.087739922,5.26439532,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,101,1,1,6.8294,100,100,6 HC,0.067617822,4.05706932,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,25,0,0,4.2958,0,0,6 HC,0.171832,10.30992,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,4,1,1,0.68805,100,100,6 HC,0.1720125,10.32075,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,16,1,1,0.779233333,100,100,6 HC,0.048702083,2.92212498,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,6,0,0,1.205816667,0,0,6 HC,0.200969445,12.0581667,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,41,0,0,4.958083333,0,0,6 HC,0.120928862,7.25573172,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,2,1,1,1.658733333,100,100,6 HC,0.829366667,49.76200002,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,10,0,0,1.8633,0,0,6 HC,0.18633,11.1798,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,16,0,0,2.444016667,0,0,6 HC,0.152751042,9.16506252,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,8,0,0,1.232166667,0,0,6 HC,0.154020833,9.24124998,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,30,0,0,4.846816667,0,0,6 HC,0.161560556,9.69363336,participant
6,HC,truncated,6 HC truncated,interaction,296,6,hard,47,1,0,6.531066667,100,0,6 HC,0.138958865,8.3375319,participant
