,size,type,condition,board_x,heuristic_name,moves,board_size,board_type,actionsSolution,solutionCorrect,solutionAndValidationCorrect,timeMinutes,PercentCorrect,solutionAndValidationCorrectPercent,board_y,timePerMoveMinutes,timePerMove
188,10,DC,full,10 DC full,interaction,97098,10,CV,0.02444,0,0,2.184816667,0,0,10 DC,0.198619697,11.91718182
189,10,DC,full,10 DC full,interaction,97098,10,CV,0.04,0,0,2.555566667,0,0,10 DC,0.141975926,8.51855556
190,10,DC,full,10 DC full,interaction,97098,10,CV,0.02889,0,0,1.6769,0,0,10 DC,0.128992308,7.73953848
191,10,DC,full,10 DC full,interaction,97098,10,CV,0.01778,1,1,4.9828,100,100,10 DC,0.62285,37.371
192,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.04667,1,1,2.438883333,100,100,10 DC,0.116137302,6.96823812
193,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.04889,1,1,2.755583333,100,100,10 DC,0.125253788,7.51522728
194,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03778,1,1,2.0063,100,100,10 DC,0.118017647,7.08105882
195,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.09111,1,1,6.385066667,100,100,10 DC,0.155733333,9.34399998
196,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.02667,1,1,0.851266667,100,100,10 DC,0.070938889,4.25633334
197,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03111,1,1,1.2724,100,100,10 DC,0.090885714,5.45314284
198,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03556,0,0,1.203266667,0,0,10 DC,0.075204167,4.51225002
199,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.02,0,0,0.62685,0,0,10 DC,0.06965,4.179
200,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.01333,1,1,1.219966667,100,100,10 DC,0.203327778,12.19966668
201,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.00444,1,0,2.71255,100,0,10 DC,1.356275,81.3765
202,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.05556,0,0,2.2183,0,0,10 DC,0.088732,5.32392
203,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03778,1,1,2.41105,100,100,10 DC,0.141826471,8.50958826
204,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03556,1,1,1.773233333,100,100,10 DC,0.110827083,6.64962498
205,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.21111,0,0,9.372333333,0,0,10 DC,0.09865614,5.9193684
206,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.01333,1,1,0.952433333,100,100,10 DC,0.158738889,9.52433334
207,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.11111,0,0,10.14926667,0,0,10 DC,0.202985333,12.17911998
208,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.09111,0,0,10.06283333,0,0,10 DC,0.245434959,14.72609754
209,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.02222,1,1,1.5461,100,100,10 DC,0.15461,9.2766
210,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.02889,1,0,3.033633333,100,0,10 DC,0.23335641,14.0013846
211,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.04222,0,0,4.987433333,0,0,10 DC,0.262496491,15.74978946
212,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.05111,0,0,1.0024,0,0,10 DC,0.043582609,2.61495654
213,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.02444,1,1,1.296566667,100,100,10 DC,0.117869697,7.07218182
214,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.00889,0,0,1.329083333,0,0,10 DC,0.332270833,19.93624998
215,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.07556,1,1,2.81165,100,100,10 DC,0.082695588,4.96173528
216,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.12222,1,1,4.610616667,100,100,10 DC,0.083829394,5.02976364
217,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.11333,1,0,6.379566667,100,0,10 DC,0.125089542,7.50537252
218,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.00667,1,1,1.177733333,100,100,10 DC,0.392577778,23.55466668
219,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.26222,0,0,9.778133333,0,0,10 DC,0.082865537,4.97193222
220,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.01556,1,1,1.550783333,100,100,10 DC,0.221540476,13.29242856
221,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.04,1,1,2.969383333,100,100,10 DC,0.164965741,9.89794446
222,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.14444,1,1,6.22185,100,100,10 DC,0.095720769,5.74324614
223,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.11778,1,1,4.576366667,100,100,10 DC,0.086346541,5.18079246
224,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03778,1,1,2.52595,100,100,10 DC,0.148585294,8.91511764
225,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03556,1,1,1.53875,100,100,10 DC,0.096171875,5.7703125
226,10,DC,truncated,10 DC truncated,interaction,255,10,CV,0.03556,1,1,1.916966667,100,100,10 DC,0.119810417,7.18862502
227,6,MC,full,6 MC full,interaction,112,6,medium,0.04222,1,1,1.7695,100,100,6 MC,0.093131579,5.58789474
228,6,MC,full,6 MC full,interaction,112,6,medium,0.04667,1,1,2.879216667,100,100,6 MC,0.137105556,8.22633336
229,6,MC,full,6 MC full,interaction,112,6,medium,0.06222,1,0,3.027166667,100,0,6 MC,0.108113095,6.4867857
230,6,MC,full,6 MC full,interaction,112,6,medium,0.02444,1,1,1.814866667,100,100,6 MC,0.164987879,9.89927274
231,6,MC,full,6 MC full,interaction,112,6,medium,0.02444,1,1,2.275333333,100,100,6 MC,0.206848485,12.4109091
232,6,MC,full,6 MC full,interaction,112,6,medium,0.09778,1,1,3.957583333,100,100,6 MC,0.089945076,5.39670456
233,6,MC,full,6 MC full,interaction,112,6,medium,0.11778,1,1,5.135333333,100,100,6 MC,0.096893082,5.81358492
234,6,MC,full,6 MC full,interaction,112,6,medium,0.08667,0,0,8.000333333,0,0,6 MC,0.205136752,12.30820512
235,6,MC,full,6 MC full,interaction,112,6,medium,0.04889,0,0,10.06768333,0,0,6 MC,0.45762197,27.4573182
236,6,MC,full,6 MC full,interaction,112,6,medium,0.07111,0,0,5.757433333,0,0,6 MC,0.179919792,10.79518752
237,6,MC,full,6 MC full,interaction,112,6,medium,0.07778,1,0,6.163783333,100,0,6 MC,0.176108095,10.5664857
238,6,MC,full,6 MC full,interaction,112,6,medium,0.07333,1,1,9.076633333,100,100,6 MC,0.275049495,16.5029697
239,6,MC,full,6 MC full,interaction,112,6,medium,0.07111,1,1,2.371166667,100,100,6 MC,0.074098958,4.44593748
240,6,MC,full,6 MC full,interaction,112,6,medium,0.01556,0,0,2.535933333,0,0,6 MC,0.36227619,21.7365714
241,6,MC,full,6 MC full,interaction,112,6,medium,0.23556,0,0,8.58575,0,0,6 MC,0.080997642,4.85985852
242,6,MC,full,6 MC full,interaction,112,6,medium,0.04889,1,1,6.4552,100,100,6 MC,0.293418182,17.60509092
243,6,MC,full,6 MC full,interaction,112,6,medium,0.04,1,1,4.079466667,100,100,6 MC,0.226637037,13.59822222
244,6,MC,full,6 MC full,interaction,112,6,medium,0.14667,0,0,9.55955,0,0,6 MC,0.144841667,8.69050002
245,6,MC,full,6 MC full,interaction,112,6,medium,0.12889,0,0,9.727933333,0,0,6 MC,0.167722989,10.06337934
246,6,MC,full,6 MC full,interaction,112,6,medium,0.33333,0,0,8.668266667,0,0,6 MC,0.057788444,3.46730664
247,6,MC,full,6 MC full,interaction,112,6,medium,0.10889,0,0,3.387516667,0,0,6 MC,0.069132993,4.14797958
248,6,MC,full,6 MC full,interaction,112,6,medium,0.05333,0,0,2.243916667,0,0,6 MC,0.093496528,5.60979168
249,6,MC,full,6 MC full,interaction,112,6,medium,0.13556,0,0,8.569966667,0,0,6 MC,0.140491257,8.42947542
250,6,MC,full,6 MC full,interaction,112,6,medium,0.02889,1,1,1.083433333,100,100,6 MC,0.083341026,5.00046156
251,6,MC,full,6 MC full,interaction,112,6,medium,0.07778,0,0,3.089416667,0,0,6 MC,0.088269048,5.29614288
252,6,MC,full,6 MC full,interaction,112,6,medium,0.17778,0,0,9.7855,0,0,6 MC,0.12231875,7.339125
253,6,MC,full,6 MC full,interaction,112,6,medium,0.02,1,0,1.777333333,100,0,6 MC,0.197481481,11.84888886
254,6,MC,full,6 MC full,interaction,112,6,medium,0.11111,1,1,7.066733333,100,100,6 MC,0.141334667,8.48008002
255,6,MC,full,6 MC full,interaction,112,6,medium,0.00889,0,0,1.490216667,0,0,6 MC,0.372554167,22.35325002
256,6,MC,full,6 MC full,interaction,112,6,medium,0.06444,1,1,5.46165,100,100,6 MC,0.188332759,11.29996554
257,6,MC,full,6 MC full,interaction,112,6,medium,0.08667,1,1,4.58995,100,100,6 MC,0.117691026,7.06146156
258,6,MC,full,6 MC full,interaction,112,6,medium,0.01111,0,0,2.199416667,0,0,6 MC,0.439883333,26.39299998
259,6,MC,full,6 MC full,interaction,112,6,medium,0.04889,0,0,7.111383333,0,0,6 MC,0.323244697,19.39468182
260,6,MC,full,6 MC full,interaction,112,6,medium,0.06889,0,0,10.13365,0,0,6 MC,0.326891935,19.6135161
261,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.03333,1,1,3.692116667,100,100,6 MC,0.246141111,14.76846666
262,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01111,1,1,1.957916667,100,100,6 MC,0.391583333,23.49499998
263,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01778,1,1,2.745316667,100,100,6 MC,0.343164583,20.58987498
264,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.08889,0,0,6.207866667,0,0,6 MC,0.155196667,9.31180002
265,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.05333,1,1,3.563733333,100,100,6 MC,0.148488889,8.90933334
266,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.00444,1,1,1.405633333,100,100,6 MC,0.702816667,42.16900002
267,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01333,1,0,0.880466667,100,0,6 MC,0.146744445,8.8046667
268,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.08,1,0,2.797833333,100,0,6 MC,0.077717593,4.66305558
269,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.22667,1,1,9.91375,100,100,6 MC,0.097193627,5.83161762
270,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.09333,0,0,5.837416667,0,0,6 MC,0.138986111,8.33916666
271,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.04667,1,1,2.670933333,100,100,6 MC,0.127187302,7.63123812
272,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01778,1,0,2.554766667,100,0,6 MC,0.319345833,19.16074998
273,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01778,1,1,2.378966667,100,100,6 MC,0.297370833,17.84224998
274,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.03333,1,1,2.30055,100,100,6 MC,0.15337,9.2022
275,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01333,0,0,3.663833333,0,0,6 MC,0.610638889,36.63833334
276,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01111,1,0,1.420966667,100,0,6 MC,0.284193333,17.05159998
277,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.09556,0,0,2.803233333,0,0,6 MC,0.065191473,3.91148838
278,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.04222,1,1,2.0489,100,100,6 MC,0.107836842,6.47021052
279,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.00444,1,1,1.887133333,100,100,6 MC,0.943566667,56.61400002
280,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.06889,0,0,2.227983333,0,0,6 MC,0.07187043,4.3122258
281,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01778,1,1,1.49095,100,100,6 MC,0.18636875,11.182125
282,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.07778,0,0,9.854816667,0,0,6 MC,0.28156619,16.8939714
283,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.0,1,0,0.305816667,100,0,6 MC,0.0,0.0
284,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.02889,1,1,1.993116667,100,100,6 MC,0.153316667,9.19900002
285,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.06667,0,0,8.496833333,0,0,6 MC,0.283227778,16.99366668
286,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.07333,1,1,5.429116667,100,100,6 MC,0.164518687,9.87112122
287,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.02889,1,1,2.942316667,100,100,6 MC,0.226332051,13.57992306
288,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.00667,1,0,1.640566667,100,0,6 MC,0.546855556,32.81133336
289,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.03333,1,1,1.243633333,100,100,6 MC,0.082908889,4.97453334
290,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.00444,0,0,1.346483333,0,0,6 MC,0.673241667,40.39450002
291,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.04889,0,0,4.075383333,0,0,6 MC,0.185244697,11.11468182
292,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.01333,0,0,1.344433333,0,0,6 MC,0.224072222,13.44433332
293,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.04222,1,1,3.564466667,100,100,6 MC,0.187603509,11.25621054
294,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.09778,1,0,7.623416667,100,0,6 MC,0.17325947,10.3955682
295,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.06667,1,1,3.342483333,100,100,6 MC,0.111416111,6.68496666
296,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.04667,1,1,3.698333333,100,100,6 MC,0.176111111,10.56666666
297,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.07778,1,1,2.533916667,100,100,6 MC,0.072397619,4.34385714
298,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.14444,1,1,7.906366667,100,100,6 MC,0.12163641,7.2981846
299,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.07111,1,1,1.7495,100,100,6 MC,0.054671875,3.2803125
300,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.02,1,1,3.978333333,100,100,6 MC,0.442037037,26.52222222
301,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.13111,1,1,8.25385,100,100,6 MC,0.139895763,8.39374578
302,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.10444,1,1,5.026916667,100,100,6 MC,0.106955674,6.41734044
303,6,MC,truncated,6 MC truncated,interaction,49,6,medium,0.11556,0,0,9.7203,0,0,6 MC,0.186928846,11.21573076
304,6,HC,full,6 HC full,interaction,830,6,hard,0.21333,0,0,10.01368333,0,0,6 HC,0.104309201,6.25855206
305,6,HC,full,6 HC full,interaction,830,6,hard,0.03778,1,1,1.7741,100,100,6 HC,0.104358824,6.26152944
306,6,HC,full,6 HC full,interaction,830,6,hard,0.12667,0,0,9.61445,0,0,6 HC,0.168674561,10.12047366
307,6,HC,full,6 HC full,interaction,830,6,hard,0.10889,1,1,3.18755,100,100,6 HC,0.065052041,3.90312246
308,6,HC,full,6 HC full,interaction,830,6,hard,0.05778,0,0,5.161133333,0,0,6 HC,0.198505128,11.91030768
309,6,HC,full,6 HC full,interaction,830,6,hard,0.03556,0,0,2.681383333,0,0,6 HC,0.167586458,10.05518748
310,6,HC,full,6 HC full,interaction,830,6,hard,0.03556,1,0,3.31055,100,0,6 HC,0.206909375,12.4145625
311,6,HC,full,6 HC full,interaction,830,6,hard,0.02889,1,0,4.455216667,100,0,6 HC,0.342708974,20.56253844
312,6,HC,full,6 HC full,interaction,830,6,hard,0.07556,0,0,3.618333333,0,0,6 HC,0.106421569,6.38529414
313,6,HC,full,6 HC full,interaction,830,6,hard,0.01111,0,0,0.890016667,0,0,6 HC,0.178003333,10.68019998
314,6,HC,full,6 HC full,interaction,830,6,hard,0.05111,0,0,3.665016667,0,0,6 HC,0.159348551,9.56091306
315,6,HC,full,6 HC full,interaction,830,6,hard,0.16444,0,0,10.03331667,0,0,6 HC,0.13558536,8.1351216
316,6,HC,full,6 HC full,interaction,830,6,hard,0.20889,0,0,9.95205,0,0,6 HC,0.105872872,6.35237232
317,6,HC,full,6 HC full,interaction,830,6,hard,0.12222,0,0,4.228633333,0,0,6 HC,0.076884242,4.61305452
318,6,HC,full,6 HC full,interaction,830,6,hard,0.02,0,0,2.942733333,0,0,6 HC,0.32697037,19.6182222
319,6,HC,full,6 HC full,interaction,830,6,hard,0.06667,0,0,2.046833333,0,0,6 HC,0.068227778,4.09366668
320,6,HC,full,6 HC full,interaction,830,6,hard,0.09111,1,1,3.66615,100,100,6 HC,0.089418293,5.36509758
321,6,HC,full,6 HC full,interaction,830,6,hard,0.16667,0,0,8.212433333,0,0,6 HC,0.109499111,6.56994666
322,6,HC,full,6 HC full,interaction,830,6,hard,0.08444,0,0,5.902316667,0,0,6 HC,0.155324123,9.31944738
323,6,HC,full,6 HC full,interaction,830,6,hard,0.02,1,0,2.078683333,100,0,6 HC,0.230964815,13.8578889
324,6,HC,full,6 HC full,interaction,830,6,hard,0.02667,0,0,1.39695,0,0,6 HC,0.1164125,6.98475
325,6,HC,full,6 HC full,interaction,830,6,hard,0.06444,0,0,4.7544,0,0,6 HC,0.163944828,9.83668968
326,6,HC,full,6 HC full,interaction,830,6,hard,0.12444,0,0,4.019233333,0,0,6 HC,0.071772024,4.30632144
327,6,HC,full,6 HC full,interaction,830,6,hard,0.05556,0,0,1.834583333,0,0,6 HC,0.073383333,4.40299998
328,6,HC,full,6 HC full,interaction,830,6,hard,0.06,1,0,6.905616667,100,0,6 HC,0.25576358,15.3458148
329,6,HC,full,6 HC full,interaction,830,6,hard,0.03556,0,0,3.377516667,0,0,6 HC,0.211094792,12.66568752
330,6,HC,full,6 HC full,interaction,830,6,hard,0.08889,1,0,3.37335,100,0,6 HC,0.08433375,5.060025
331,6,HC,full,6 HC full,interaction,830,6,hard,0.02667,0,0,1.751633333,0,0,6 HC,0.145969444,8.75816664
332,6,HC,full,6 HC full,interaction,830,6,hard,0.12222,0,0,9.737716667,0,0,6 HC,0.177049394,10.62296364
333,6,HC,full,6 HC full,interaction,830,6,hard,0.03333,0,0,1.823266667,0,0,6 HC,0.121551111,7.29306666
334,6,HC,full,6 HC full,interaction,830,6,hard,0.12,0,0,9.58165,0,0,6 HC,0.177437963,10.64627778
335,6,HC,full,6 HC full,interaction,830,6,hard,0.04889,0,0,1.92585,0,0,6 HC,0.087538636,5.25231816
336,6,HC,full,6 HC full,interaction,830,6,hard,0.13556,0,0,8.797733333,0,0,6 HC,0.144225137,8.65350822
337,6,HC,full,6 HC full,interaction,830,6,hard,0.03111,0,0,1.512833333,0,0,6 HC,0.108059524,6.48357144
338,6,HC,full,6 HC full,interaction,830,6,hard,0.09556,1,0,6.97065,100,0,6 HC,0.16210814,9.7264884
339,6,HC,full,6 HC full,interaction,830,6,hard,0.10667,1,1,6.152116667,100,100,6 HC,0.128169097,7.69014582
340,6,HC,full,6 HC full,interaction,830,6,hard,0.15111,0,0,9.257933333,0,0,6 HC,0.136146078,8.16876468
341,6,HC,full,6 HC full,interaction,830,6,hard,0.03111,0,0,1.042783333,0,0,6 HC,0.074484524,4.46907144
342,6,HC,full,6 HC full,interaction,830,6,hard,0.06222,1,1,3.16295,100,100,6 HC,0.1129625,6.77775
343,6,HC,full,6 HC full,interaction,830,6,hard,0.15333,1,1,6.135516667,100,100,6 HC,0.088920531,5.33523186
344,6,HC,full,6 HC full,interaction,830,6,hard,0.07778,1,0,2.516566667,100,0,6 HC,0.071901905,4.3141143
345,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.03778,0,0,0.82055,0,0,6 HC,0.048267647,2.89605882
346,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.02,0,0,2.528833333,0,0,6 HC,0.280981481,16.85888886
347,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.07333,0,0,9.1994,0,0,6 HC,0.278769697,16.72618182
348,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.00444,0,0,1.037733333,0,0,6 HC,0.518866667,31.13200002
349,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.04222,1,0,2.642933333,100,0,6 HC,0.139101754,8.34610524
350,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.09111,0,0,4.274383333,0,0,6 HC,0.104253252,6.25519512
351,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.09111,0,0,3.336416667,0,0,6 HC,0.081376016,4.88256096
352,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.02889,0,0,2.963433333,0,0,6 HC,0.22795641,13.6773846
353,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.01778,0,0,1.7887,0,0,6 HC,0.2235875,13.41525
354,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.14,0,0,6.090766667,0,0,6 HC,0.096678836,5.80073016
355,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.07556,0,0,3.475816667,0,0,6 HC,0.102229902,6.13379412
356,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.02444,1,1,1.346566667,100,100,6 HC,0.122415152,7.34490912
357,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.0,0,0,0.4724,0,0,6 HC,0.0,0.0
358,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.01778,0,0,1.6189,0,0,6 HC,0.2023625,12.14175
359,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.06889,0,0,7.1495,0,0,6 HC,0.230629032,13.83774192
360,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.04,0,0,4.812,0,0,6 HC,0.267333333,16.03999998
361,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.04,1,1,3.126616667,100,100,6 HC,0.173700926,10.42205556
362,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.05778,0,0,2.569866667,0,0,6 HC,0.098841026,5.93046156
363,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.04222,0,0,1.212966667,0,0,6 HC,0.063840351,3.83042106
364,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.15778,0,0,6.18235,0,0,6 HC,0.087075352,5.22452112
365,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.09556,0,0,3.772816667,0,0,6 HC,0.087739922,5.26439532
366,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.22444,1,1,6.8294,100,100,6 HC,0.067617822,4.05706932
367,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.05556,0,0,4.2958,0,0,6 HC,0.171832,10.30992
368,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.00889,1,1,0.68805,100,100,6 HC,0.1720125,10.32075
369,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.03556,1,1,0.779233333,100,100,6 HC,0.048702083,2.92212498
370,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.01333,0,0,1.205816667,0,0,6 HC,0.200969445,12.0581667
371,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.09111,0,0,4.958083333,0,0,6 HC,0.120928862,7.25573172
372,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.00444,1,1,1.658733333,100,100,6 HC,0.829366667,49.76200002
373,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.02222,0,0,1.8633,0,0,6 HC,0.18633,11.1798
374,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.03556,0,0,2.444016667,0,0,6 HC,0.152751042,9.16506252
375,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.01778,0,0,1.232166667,0,0,6 HC,0.154020833,9.24124998
376,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.06667,0,0,4.846816667,0,0,6 HC,0.161560556,9.69363336
377,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.10444,1,0,6.531066667,100,0,6 HC,0.138958865,8.3375319
378,6,HC,truncated,6 HC truncated,interaction,296,6,hard,0.01778,0,0,1.412866667,0,0,6 HC,0.176608333,10.59649998
